id,total,to_distribute,n_elements,std_div_mod,n_votants
1549, 15.0, 15, 217, 12.8572, 5
1550, 15.0, 15, 334, 18.7433, 5
1551, 15.0, 15, 214, 13.3944, 5
1552, 15.0, 15, 257, 14.9958, 5
1553, 15.0, 15, 281, 16.4893, 5
1554, 15.0, 15, 289, 17.7999, 5
1555, 15.0, 15, 247, 14.3877, 5
1556, 15.0, 15, 217, 13.1327, 5
1557, 15.0, 15, 264, 15.1536, 5
1558, 15.0, 15, 322, 19.1877, 5
1559, 15.0, 15, 97, 5.9987, 5
1560, 15.0, 15, 223, 12.736, 5
1561, 15.0, 15, 328, 19.9833, 5
1562, 15.0, 15, 306, 17.748, 5
1563, 15.0, 15, 220, 13.1526, 5
1564, 15.0, 15, 275, 15.9909, 5
1565, 15.0, 15, 232, 14.7382, 5
1566, 15.0, 15, 200, 11.4979, 5
1567, 15.0, 15, 284, 15.588, 5
1568, 15.0, 15, 190, 11.4983, 5
1569, 15.0, 15, 151, 8.7436, 5
1570, 15.0, 15, 174, 10.7416, 5
1571, 15.0, 15, 155, 9.2415, 5
1572, 15.0, 15, 215, 12.3742, 5
1573, 15.0, 15, 287, 16.000002, 5
1574, 15.0, 15, 350, 20.98, 5
1575, 15.0, 15, 324, 18.5976, 5
1576, 15.0, 15, 247, 15.3942, 5
1577, 15.0, 15, 197, 11.4172, 5
1578, 15.0, 15, 277, 16.4872, 5
1579, 15.0, 15, 282, 16.7884, 5
1580, 15.0, 15, 218, 12.6628, 5
1581, 15.0, 15, 270, 16.2, 5
1582, 15.0, 15, 193, 11.4993, 5
1583, 15.0, 15, 240, 13.744, 5
1584, 15.0, 15, 168, 10.6176, 5
1585, 15.0, 15, 223, 13.2724, 5
1586, 15.0, 15, 213, 12.2404, 5
1587, 15.0, 15, 380, 22.7274, 5
1588, 15.0, 15, 199, 11.9899, 5
1589, 15.0, 15, 314, 18.5925, 5
1590, 15.0, 15, 254, 15.1588, 5
1591, 15.0, 15, 334, 18.1858, 5
1592, 15.0, 15, 159, 9.6566, 5
1593, 15.0, 15, 181, 11.3286, 5
1594, 15.0, 15, 127, 7.4977, 5
1595, 15.0, 15, 287, 16.784, 5
1596, 15.0, 15, 265, 15.6666, 5
1597, 15.0, 15, 260, 15.3957, 5
1598, 15.0, 15, 326, 18.9991, 5
1599, 15.0, 15, 279, 17.1864, 5
1600, 15.0, 15, 345, 19.182, 5
1601, 15.0, 15, 330, 18.986, 5
1602, 15.0, 15, 246, 14.4976, 5
1603, 15.0, 15, 226, 13.9946, 5
1604, 15.0, 15, 229, 13.3236, 5
1605, 15.0, 15, 310, 18.2448, 5
1606, 15.0, 15, 313, 18.4841, 5
1607, 15.0, 15, 284, 16.7409, 5
1608, 15.0, 15, 279, 17.1864, 5
1609, 15.0, 15, 328, 19.392, 5
1610, 15.0, 15, 241, 15.3905, 5
1611, 15.0, 15, 335, 19.7911, 5
1612, 15.0, 15, 330, 19.58, 5
1613, 15.0, 15, 364, 21.4965, 5
1614, 15.0, 15, 249, 15.6538, 5
1615, 15.0, 15, 135, 7.992, 5
1616, 15.0, 15, 288, 17.7408, 5
1617, 15.0, 15, 302, 16.4952, 5
1618, 15.0, 15, 58, 3.5703, 5
1619, 15.0, 15, 304, 16.9984, 5
1620, 15.0, 15, 225, 12.99, 5
1621, 15.0, 15, 421, 24.498, 5
1622, 15.0, 15, 361, 20.6445, 5
1623, 15.0, 15, 236, 13.4882, 5
1624, 15.0, 15, 255, 16.388, 5
1625, 15.0, 15, 351, 19.5858, 5
1626, 15.0, 15, 309, 18.746, 5
1627, 15.0, 15, 265, 15.4896, 5
1628, 15.0, 15, 247, 14.9982, 5
1629, 15.0, 15, 171, 10.3284, 5
1630, 15.0, 15, 286, 15.9916, 5
1631, 15.0, 15, 282, 17.6532, 5
1632, 15.0, 15, 301, 18.9813, 5
1633, 15.0, 15, 326, 18.3915, 5
1634, 15.0, 15, 214, 12.6651, 5
1635, 15.0, 15, 401, 24.4905, 5
1636, 15.0, 15, 324, 19.7856, 5
1637, 15.0, 15, 194, 11.6562, 5
1638, 15.0, 15, 195, 11.492, 5
1639, 15.0, 15, 170, 10.3276, 5
1640, 15.0, 15, 290, 15.9944, 5
1641, 15.0, 15, 235, 13.9868, 5
1642, 15.0, 15, 323, 18.7813, 5
1643, 15.0, 15, 283, 16.9956, 5
1644, 15.0, 15, 208, 13.2412, 5
1645, 15.0, 15, 282, 15.9988, 5
1646, 15.0, 15, 229, 13.7367, 5
1647, 15.0, 15, 259, 15.3291, 5
1648, 15.0, 15, 273, 15.7976, 5
1649, 15.0, 15, 234, 13.3224, 5
1650, 15.0, 15, 174, 10.3704, 5
1651, 15.0, 15, 272, 15.6536, 5
1652, 15.0, 15, 164, 10.3229, 5
1653, 15.0, 15, 360, 20.232, 5
1654, 15.0, 15, 145, 8.7064, 5
1655, 15.0, 15, 189, 10.6596, 5
1656, 15.0, 15, 223, 13.4959, 5
1657, 15.0, 15, 256, 14.8266, 5
1658, 15.0, 15, 351, 19.3986, 5
1659, 15.0, 15, 278, 16.9978, 5
1660, 15.0, 15, 221, 12.7047, 5
1661, 15.0, 15, 209, 12.3209, 5
1662, 15.0, 15, 334, 19.7914, 5
1663, 15.0, 15, 297, 17.7804, 5
1664, 15.0, 15, 282, 16.9952, 5
1665, 15.0, 15, 230, 14.1858, 5
1666, 15.0, 15, 197, 12.1901, 5
1667, 15.0, 15, 258, 15.2392, 5
1668, 15.0, 15, 262, 15.7867, 5
1669, 15.0, 15, 164, 9.9959, 5
1670, 15.0, 15, 277, 15.7472, 5
1671, 15.0, 15, 302, 17.3997, 5
1672, 15.0, 15, 167, 10.4895, 5
1673, 15.0, 15, 327, 19.5982, 5
1674, 15.0, 15, 272, 15.9975, 5
1675, 15.0, 15, 222, 13.1572, 5
1676, 15.0, 15, 269, 16.3223, 5
1677, 15.0, 15, 260, 15.1535, 5
1678, 15.0, 15, 210, 11.998, 5
1679, 15.0, 15, 291, 17.1884, 5
1680, 15.0, 15, 124, 7.1628, 5
1681, 15.0, 15, 209, 12.4877, 5
1682, 15.0, 15, 97, 5.9987, 5
1683, 15.0, 15, 311, 18.1872, 5
1684, 15.0, 15, 231, 13.9986, 5
1685, 15.0, 15, 193, 11.9895, 5
1686, 15.0, 15, 221, 12.9987, 5
1687, 15.0, 15, 364, 23.2461, 5
1688, 15.0, 15, 55, 3.4965, 5
1689, 15.0, 15, 207, 12.1164, 5
1690, 15.0, 15, 285, 16.321, 5
1691, 15.0, 15, 206, 11.9934, 5
1692, 15.0, 15, 257, 14.9958, 5
1693, 15.0, 15, 186, 11.16, 5
1694, 15.0, 15, 326, 19.9973, 5
1695, 15.0, 15, 320, 18.6495, 5
1696, 15.0, 15, 237, 13.9988, 5
1697, 15.0, 15, 269, 16.0001, 5
1698, 15.0, 15, 138, 8.9976, 5
1699, 15.0, 15, 259, 15.7962, 5
1700, 15.0, 15, 241, 14.3279, 5
1701, 15.0, 15, 265, 15.7905, 5
1702, 15.0, 15, 296, 16.798, 5
1703, 15.0, 15, 174, 10.9968, 5
1704, 15.0, 15, 184, 10.9998, 5
1705, 15.0, 15, 204, 11.8456, 5
1706, 15.0, 15, 226, 12.998, 5
1707, 15.0, 15, 207, 12.000003, 5
1708, 15.0, 15, 214, 12.994, 5
1709, 15.0, 15, 279, 16.3308, 5
1710, 15.0, 15, 115, 6.9968, 5
1711, 15.0, 15, 209, 12.000001, 5
1712, 15.0, 15, 261, 15.747, 5
1713, 15.0, 15, 303, 18.18, 5
1714, 15.0, 15, 370, 23.9998, 5
1715, 15.0, 15, 227, 13.6535, 5
1716, 15.0, 15, 305, 17.9988, 5
1717, 15.0, 15, 267, 16.4828, 5
1718, 15.0, 15, 171, 10.83, 5
1719, 15.0, 15, 257, 14.9958, 5
1720, 15.0, 15, 312, 18.9904, 5
1721, 15.0, 15, 214, 12.565, 5
1722, 15.0, 15, 200, 11.99, 5
1723, 15.0, 15, 263, 15.3283, 5
1724, 15.0, 15, 342, 20.9988, 5
1725, 15.0, 15, 332, 18.9951, 5
1726, 15.0, 15, 226, 13.7379, 5
1727, 15.0, 15, 223, 13.6598, 5
1728, 15.0, 15, 253, 14.5852, 5
