id,total,to_distribute,n_elements,std_div_mod,len_votes,mean_dev

1, 35.0, 35, 608.0, 16.8842, 4, 0.0008
2, 35.0, 35, 613.0, 16.8843, 4, 0.0037
3, 35.0, 35, 610.0, 16.9936, 4, 0.0012
4, 35.0, 35, 612.0, 17.1007, 4, 0.0025
5, 33.0, 35, 607.0, 16.7777822, 4, 0.0019
6, 35.0, 35, 612.0, 16.9957, 4, 0.0016
7, 35.0, 35, 612.0, 16.9957, 4, 0.0008
8, 35.0, 35, 608.0, 16.7624, 4, 0.0025
9, 35.0, 35, 608.0, 16.7624, 4, 0.0033
10, 35.0, 35, 613.0, 16.9893, 4, 0.0014
11, 35.0, 35, 614.0, 17.1054, 4, 0.0029
12, 35.0, 35, 612.0, 16.7682, 4, 0.0041
13, 34.0, 35, 607.0, 16.6666722, 4, 0.0029
14, 35.0, 35, 611.0, 16.9846, 4, 0.0023
15, 35.0, 35, 611.0, 16.9846, 4, 0.0023
16, 35.0, 35, 605.0, 16.7667, 4, 0.0012
17, 34.0, 35, 607.0, 16.6666722, 4, 0.0035
18, 35.0, 35, 612.0, 16.8732, 4, 0.0025
19, 35.0, 35, 609.0, 16.878, 4, 0.0021
20, 35.0, 35, 605.0, 16.7667, 4, 0.0014
21, 35.0, 35, 608.0, 16.7624, 4, 0.0025
22, 35.0, 35, 613.0, 16.9893, 4, 0.002
23, 34.0, 35, 614.0, 17.0000042, 4, 0.0008
24, 35.0, 35, 611.0, 16.7746, 4, 0.0037
25, 35.0, 35, 604.0, 16.7727, 4, 0.0008
26, 35.0, 35, 615.0, 17.2194, 4, 0.003
27, 35.0, 35, 609.0, 16.7736, 4, 0.0029
28, 35.0, 35, 613.0, 17.0943, 4, 0.0018
29, 35.0, 35, 614.0, 16.9829, 4, 0.0016
30, 35.0, 35, 615.0, 16.9906, 4, 0.002
31, 34.0, 35, 616.0, 17.0000053, 4, 0.0016
32, 34.0, 35, 609.0, 16.6666712, 4, 0.0037
33, 33.0, 35, 605.0, 16.7777822, 4, 0.0006
34, 34.0, 35, 606.0, 16.7777832, 4, 0.0008
35, 35.0, 35, 612.0, 16.9957, 4, 0.0016
36, 35.0, 35, 610.0, 16.7674, 4, 0.0033
37, 35.0, 35, 608.0, 16.7624, 4, 0.0025
38, 33.0, 35, 613.0, 17.0000052, 4, 0.0006
39, 35.0, 35, 612.0, 16.9957, 4, 0.0025
40, 35.0, 35, 616.0, 17.1072, 4, 0.0008
41, 35.0, 35, 615.0, 17.0962, 4, 0.0022
42, 35.0, 35, 610.0, 16.8718, 4, 0.0025
43, 35.0, 35, 611.0, 16.8796, 4, 0.0029
44, 35.0, 35, 611.0, 16.9846, 4, 0.0023
45, 35.0, 35, 604.0, 16.7727, 4, 0.0008
46, 35.0, 35, 608.0, 16.8842, 4, 0.0016
47, 35.0, 35, 612.0, 16.9957, 4, 0.0025
48, 33.0, 35, 606.0, 16.7777832, 4, 0.0012
49, 35.0, 35, 608.0, 16.7624, 4, 0.0025
50, 35.0, 35, 608.0, 16.7624, 4, 0.0025
51, 35.0, 35, 608.0, 16.7624, 4, 0.0025
52, 35.0, 35, 614.0, 16.9829, 4, 0.0033
53, 34.0, 35, 607.0, 16.6666722, 4, 0.0029
54, 35.0, 35, 615.0, 16.9906, 4, 0.0037
55, 34.0, 35, 616.0, 17.0000053, 4, 0.0016
56, 35.0, 35, 611.0, 16.9846, 4, 0.0014
57, 34.0, 35, 615.0, 17.0000043, 4, 0.0012
58, 35.0, 35, 611.0, 16.9846, 4, 0.0014
59, 35.0, 35, 607.0, 16.772, 4, 0.0021
60, 34.0, 35, 610.0, 16.7777822, 4, 0.0029
61, 35.0, 35, 608.0, 16.7624, 4, 0.0025
62, 34.0, 35, 610.0, 16.7777822, 4, 0.0025
63, 35.0, 35, 614.0, 16.9829, 4, 0.0024
64, 35.0, 35, 612.0, 16.9957, 4, 0.0016
65, 35.0, 35, 613.0, 17.0943, 4, 0.0027
66, 35.0, 35, 604.0, 16.7727, 4, 0.0008
67, 35.0, 35, 612.0, 16.8732, 4, 0.0025
68, 32.0, 35, 600.0, 16.6666721, 4, 0.0
69, 35.0, 35, 609.0, 16.7736, 4, 0.0029
70, 35.0, 35, 613.0, 17.0943, 4, 0.0018
71, 35.0, 35, 610.0, 16.8718, 4, 0.0025
72, 35.0, 35, 615.0, 16.9906, 4, 0.002
73, 34.0, 35, 609.0, 16.7777832, 4, 0.0023
74, 35.0, 35, 614.0, 17.1054, 4, 0.002
75, 34.0, 35, 605.0, 16.6666722, 4, 0.0023
76, 34.0, 35, 611.0, 16.7777832, 4, 0.0029
77, 35.0, 35, 607.0, 16.772, 4, 0.0021
78, 35.0, 35, 608.0, 16.8842, 4, 0.0016
79, 34.0, 35, 609.0, 16.7777832, 4, 0.0023
80, 35.0, 35, 616.0, 17.1072, 4, 0.0016
81, 35.0, 35, 614.0, 17.1054, 4, 0.002
82, 34.0, 35, 611.0, 16.8888932, 4, 0.0012
83, 35.0, 35, 609.0, 16.878, 4, 0.0021
84, 35.0, 35, 615.0, 17.0962, 4, 0.0022
85, 34.0, 35, 604.0, 16.6666712, 4, 0.0017
86, 33.0, 35, 607.0, 16.7777822, 4, 0.0019
87, 35.0, 35, 610.0, 16.8718, 4, 0.002
88, 35.0, 35, 614.0, 17.1054, 4, 0.002
89, 35.0, 35, 610.0, 16.8718, 4, 0.0025
90, 33.0, 35, 613.0, 17.0000052, 4, 0.0006
91, 35.0, 35, 620.0, 17.2187, 4, 0.0008
92, 35.0, 35, 614.0, 17.1054, 4, 0.002
93, 35.0, 35, 606.0, 16.7607, 4, 0.0021
94, 35.0, 35, 608.0, 16.7624, 4, 0.0025
95, 35.0, 35, 607.0, 16.772, 4, 0.0021
96, 35.0, 35, 614.0, 16.9829, 4, 0.0024
97, 35.0, 35, 615.0, 16.9906, 4, 0.002
98, 35.0, 35, 606.0, 16.7607, 4, 0.0017
99, 35.0, 35, 610.0, 16.7674, 4, 0.0033
100, 35.0, 35, 613.0, 17.0943, 4, 0.0027
101, 35.0, 35, 608.0, 16.7624, 4, 0.0025
102, 33.0, 35, 606.0, 16.7777832, 4, 0.0012
103, 35.0, 35, 610.0, 16.8718, 4, 0.0025
104, 35.0, 35, 612.0, 16.8732, 4, 0.0033
105, 35.0, 35, 607.0, 16.8758, 4, 0.0014
106, 35.0, 35, 613.0, 17.0943, 4, 0.0018
107, 34.0, 35, 613.0, 16.8888932, 4, 0.0022
108, 35.0, 35, 608.0, 16.7624, 4, 0.0025
109, 35.0, 35, 609.0, 16.7736, 4, 0.0029
110, 33.0, 35, 614.0, 17.0000042, 4, 0.0012
111, 35.0, 35, 611.0, 16.7746, 4, 0.0037
112, 33.0, 35, 601.0, 16.6666721, 4, 0.0006
113, 34.0, 35, 611.0, 16.6666712, 4, 0.0045
114, 35.0, 35, 611.0, 16.8796, 4, 0.0029
115, 35.0, 35, 616.0, 17.1072, 4, 0.0008
116, 34.0, 35, 609.0, 16.7777832, 4, 0.0021
117, 35.0, 35, 612.0, 16.8732, 4, 0.0025
118, 35.0, 35, 611.0, 16.9846, 4, 0.0023
119, 34.0, 35, 605.0, 16.6666722, 4, 0.0023
120, 34.0, 35, 608.0, 16.6666722, 4, 0.0033
121, 35.0, 35, 613.0, 16.9893, 4, 0.0012
122, 35.0, 35, 612.0, 16.9957, 4, 0.0016
123, 34.0, 35, 611.0, 16.7777832, 4, 0.0029
124, 35.0, 35, 607.0, 16.772, 4, 0.0021
125, 35.0, 35, 616.0, 17.1072, 4, 0.0016
126, 34.0, 35, 607.0, 16.6666722, 4, 0.0035
127, 34.0, 35, 609.0, 16.7777832, 4, 0.0021
128, 35.0, 35, 608.0, 16.7624, 4, 0.0025
129, 35.0, 35, 608.0, 16.7624, 4, 0.0025
130, 34.0, 35, 612.0, 16.7777822, 4, 0.0033
131, 35.0, 35, 605.0, 16.7667, 4, 0.0014
132, 35.0, 35, 613.0, 17.0943, 4, 0.0018
133, 34.0, 35, 616.0, 17.0000053, 4, 0.0016
134, 34.0, 35, 607.0, 16.7777822, 4, 0.0012
135, 35.0, 35, 614.0, 17.1054, 4, 0.0012
136, 35.0, 35, 610.0, 16.9936, 4, 0.002
137, 33.0, 35, 606.0, 16.7777832, 4, 0.0012
138, 35.0, 35, 616.0, 16.984, 4, 0.0032
139, 35.0, 35, 608.0, 16.7624, 4, 0.0025
140, 35.0, 35, 608.0, 16.8842, 4, 0.0016
141, 34.0, 35, 618.0, 17.0000053, 4, 0.0024
142, 35.0, 35, 613.0, 16.9893, 4, 0.0012
143, 35.0, 35, 614.0, 16.9829, 4, 0.0024
144, 35.0, 35, 607.0, 16.772, 4, 0.0021
145, 34.0, 35, 608.0, 16.6666722, 4, 0.0033
146, 35.0, 35, 613.0, 16.9893, 4, 0.002
147, 35.0, 35, 611.0, 16.9846, 4, 0.0014
148, 35.0, 35, 612.0, 16.9957, 4, 0.0025
149, 35.0, 35, 611.0, 16.9846, 4, 0.0023
150, 35.0, 35, 606.0, 16.7607, 4, 0.0021
151, 35.0, 35, 613.0, 17.0943, 4, 0.0018
152, 35.0, 35, 605.0, 16.7667, 4, 0.0014
153, 35.0, 35, 606.0, 16.7607, 4, 0.0017
154, 35.0, 35, 613.0, 16.9893, 4, 0.002
155, 35.0, 35, 610.0, 16.8718, 4, 0.0025
156, 35.0, 35, 614.0, 16.9829, 4, 0.0024
157, 34.0, 35, 608.0, 16.6666722, 4, 0.0033
158, 35.0, 35, 610.0, 16.8718, 4, 0.0016
159, 35.0, 35, 613.0, 17.0943, 4, 0.0018
160, 35.0, 35, 611.0, 16.8796, 4, 0.002
161, 35.0, 35, 611.0, 16.8796, 4, 0.0029
162, 33.0, 35, 617.0, 17.1111163, 4, 0.0006
163, 35.0, 35, 614.0, 16.9829, 4, 0.0024
164, 34.0, 35, 609.0, 16.7777832, 4, 0.0021
165, 35.0, 35, 610.0, 16.9936, 4, 0.002
166, 35.0, 35, 613.0, 16.9893, 4, 0.002
167, 34.0, 35, 608.0, 16.7777822, 4, 0.0016
168, 35.0, 35, 615.0, 17.0962, 4, 0.0022
169, 35.0, 35, 610.0, 16.9936, 4, 0.0012
170, 35.0, 35, 608.0, 16.7624, 4, 0.0025
171, 33.0, 35, 613.0, 17.0000052, 4, 0.0006
172, 35.0, 35, 612.0, 16.7682, 4, 0.0041
173, 35.0, 35, 612.0, 16.9957, 4, 0.0025
174, 34.0, 35, 605.0, 16.6666722, 4, 0.0023
175, 35.0, 35, 607.0, 16.772, 4, 0.0027
176, 35.0, 35, 611.0, 16.7746, 4, 0.0037
177, 35.0, 35, 612.0, 16.7682, 4, 0.0041
178, 35.0, 35, 612.0, 16.8732, 4, 0.0025
179, 35.0, 35, 609.0, 16.878, 4, 0.0021
180, 35.0, 35, 608.0, 16.7624, 4, 0.0025
181, 33.0, 35, 617.0, 17.1111163, 4, 0.0006
182, 34.0, 35, 607.0, 16.6666722, 4, 0.0029
183, 35.0, 35, 611.0, 16.9846, 4, 0.0014
184, 35.0, 35, 612.0, 16.7682, 4, 0.0041
185, 35.0, 35, 610.0, 16.7674, 4, 0.0033
186, 35.0, 35, 608.0, 16.7624, 4, 0.0025
187, 34.0, 35, 611.0, 16.8888932, 4, 0.0012
188, 35.0, 35, 609.0, 16.7736, 4, 0.0029
189, 34.0, 35, 609.0, 16.7777832, 4, 0.0021
190, 35.0, 35, 614.0, 16.9829, 4, 0.0024
191, 34.0, 35, 605.0, 16.6666722, 4, 0.0021
192, 35.0, 35, 610.0, 16.8718, 4, 0.0025
193, 34.0, 35, 615.0, 17.0000043, 4, 0.0012
194, 35.0, 35, 616.0, 17.1072, 4, 0.0016
195, 34.0, 35, 609.0, 16.7777832, 4, 0.0021
196, 35.0, 35, 610.0, 16.8718, 4, 0.0025
197, 35.0, 35, 616.0, 17.1072, 4, 0.0024
198, 35.0, 35, 613.0, 16.9893, 4, 0.002
199, 34.0, 35, 609.0, 16.7777832, 4, 0.0021
200, 35.0, 35, 613.0, 16.8843, 4, 0.0029
201, 32.0, 35, 616.0, 17.1111173, 4, 0.0
202, 35.0, 35, 614.0, 17.1054, 4, 0.0029
203, 35.0, 35, 613.0, 16.9893, 4, 0.002
204, 35.0, 35, 607.0, 16.772, 4, 0.0021
205, 35.0, 35, 614.0, 16.9829, 4, 0.0016
206, 34.0, 35, 610.0, 16.7777822, 4, 0.0029
207, 35.0, 35, 613.0, 16.7618, 4, 0.0045
208, 35.0, 35, 608.0, 16.7624, 4, 0.0025
209, 35.0, 35, 614.0, 16.9829, 4, 0.002
210, 34.0, 35, 607.0, 16.7777822, 4, 0.0012
211, 35.0, 35, 611.0, 16.8796, 4, 0.0029
212, 34.0, 35, 608.0, 16.7777822, 4, 0.0016
213, 35.0, 35, 612.0, 16.9957, 4, 0.0016
214, 34.0, 35, 607.0, 16.6666722, 4, 0.0029
215, 35.0, 35, 608.0, 16.7624, 4, 0.0025
216, 35.0, 35, 608.0, 16.8842, 4, 0.0016
217, 35.0, 35, 606.0, 16.7607, 4, 0.0021
218, 35.0, 35, 611.0, 16.7746, 4, 0.0037
219, 35.0, 35, 608.0, 16.7624, 4, 0.0025
220, 35.0, 35, 609.0, 16.7736, 4, 0.0029
221, 35.0, 35, 613.0, 16.9893, 4, 0.0014
222, 35.0, 35, 611.0, 16.8796, 4, 0.002
223, 35.0, 35, 609.0, 16.878, 4, 0.0021
224, 35.0, 35, 604.0, 16.7727, 4, 0.0008
225, 35.0, 35, 611.0, 16.9846, 4, 0.0023
226, 35.0, 35, 616.0, 17.1072, 4, 0.0024
227, 34.0, 35, 606.0, 16.6666712, 4, 0.0025
228, 34.0, 35, 605.0, 16.6666722, 4, 0.0023
229, 33.0, 35, 607.0, 16.7777822, 4, 0.0019
230, 35.0, 35, 608.0, 16.7624, 4, 0.0025
231, 34.0, 35, 608.0, 16.7777822, 4, 0.0016
232, 35.0, 35, 617.0, 17.1006, 4, 0.0014
233, 35.0, 35, 613.0, 17.0943, 4, 0.0018
234, 35.0, 35, 611.0, 16.9846, 4, 0.0014
235, 35.0, 35, 613.0, 17.0943, 4, 0.0027
236, 35.0, 35, 611.0, 16.8796, 4, 0.002
237, 35.0, 35, 612.0, 16.9957, 4, 0.0025
238, 35.0, 35, 609.0, 16.7736, 4, 0.0029
239, 35.0, 35, 606.0, 16.7607, 4, 0.0017
240, 33.0, 35, 605.0, 16.6666722, 4, 0.0031
241, 35.0, 35, 609.0, 16.878, 4, 0.0021
242, 35.0, 35, 610.0, 16.8718, 4, 0.0025
243, 35.0, 35, 605.0, 16.7667, 4, 0.0014
244, 33.0, 35, 617.0, 17.1111163, 4, 0.0006
245, 34.0, 35, 608.0, 16.6666722, 4, 0.0033
246, 34.0, 35, 608.0, 16.7777822, 4, 0.0016
247, 35.0, 35, 609.0, 16.878, 4, 0.0021
248, 34.0, 35, 605.0, 16.6666722, 4, 0.0021
249, 33.0, 35, 608.0, 16.7777822, 4, 0.0025
250, 35.0, 35, 610.0, 16.8718, 4, 0.0025
251, 35.0, 35, 610.0, 16.9936, 4, 0.0012
252, 35.0, 35, 612.0, 16.9957, 4, 0.0008
253, 34.0, 35, 614.0, 17.0000042, 4, 0.0008
254, 34.0, 35, 609.0, 16.7777832, 4, 0.0021
255, 35.0, 35, 614.0, 16.9829, 4, 0.0033
256, 35.0, 35, 611.0, 16.8796, 4, 0.0029
257, 35.0, 35, 606.0, 16.7607, 4, 0.0021
258, 34.0, 35, 607.0, 16.6666722, 4, 0.0029
259, 35.0, 35, 611.0, 16.8796, 4, 0.0029
260, 35.0, 35, 607.0, 16.772, 4, 0.0021
261, 34.0, 35, 609.0, 16.7777832, 4, 0.0021
262, 34.0, 35, 611.0, 16.7777832, 4, 0.0029
263, 35.0, 35, 616.0, 17.1072, 4, 0.0024
264, 35.0, 35, 615.0, 17.0962, 4, 0.0006
265, 35.0, 35, 611.0, 16.8796, 4, 0.002
266, 34.0, 35, 614.0, 17.0000042, 4, 0.0008
267, 35.0, 35, 609.0, 16.7736, 4, 0.0031
268, 35.0, 35, 613.0, 16.9893, 4, 0.002
269, 35.0, 35, 611.0, 16.9846, 4, 0.0023
270, 34.0, 35, 609.0, 16.6666712, 4, 0.0037
271, 34.0, 35, 610.0, 16.7777822, 4, 0.0025
272, 35.0, 35, 607.0, 16.772, 4, 0.0021
273, 34.0, 35, 607.0, 16.7777822, 4, 0.0012
274, 35.0, 35, 610.0, 16.9936, 4, 0.002
275, 35.0, 35, 609.0, 16.878, 4, 0.0021
276, 34.0, 35, 616.0, 17.0000053, 4, 0.0016
277, 35.0, 35, 608.0, 16.7624, 4, 0.0025
278, 32.0, 35, 600.0, 16.6666721, 4, 0.0
279, 35.0, 35, 613.0, 16.9893, 4, 0.002
280, 35.0, 35, 610.0, 16.8718, 4, 0.0025
281, 35.0, 35, 611.0, 16.9846, 4, 0.0023
282, 35.0, 35, 617.0, 17.2062, 4, 0.0034
283, 35.0, 35, 609.0, 16.7736, 4, 0.0029
284, 35.0, 35, 608.0, 16.8842, 4, 0.0008
285, 34.0, 35, 608.0, 16.7777822, 4, 0.0016
286, 35.0, 35, 613.0, 16.9893, 4, 0.0014
287, 35.0, 35, 610.0, 16.7674, 4, 0.0033
288, 35.0, 35, 607.0, 16.772, 4, 0.0021
289, 35.0, 35, 612.0, 16.9957, 4, 0.0025
290, 33.0, 35, 608.0, 16.7777822, 4, 0.0025
291, 33.0, 35, 618.0, 17.1111173, 4, 0.0012
292, 35.0, 35, 614.0, 16.9829, 4, 0.0024
293, 34.0, 35, 612.0, 16.7777822, 4, 0.0033
294, 35.0, 35, 604.0, 16.7727, 4, 0.0008
295, 34.0, 35, 607.0, 16.6666722, 4, 0.0029
296, 34.0, 35, 604.0, 16.6666712, 4, 0.0017
297, 33.0, 35, 607.0, 16.7777822, 4, 0.0019
298, 35.0, 35, 616.0, 17.1072, 4, 0.0008
299, 35.0, 35, 603.0, 16.7642, 4, 0.0006
300, 35.0, 35, 616.0, 17.1072, 4, 0.0016
301, 35.0, 35, 613.0, 16.9893, 4, 0.002
302, 35.0, 35, 610.0, 16.9936, 4, 0.0012
303, 35.0, 35, 611.0, 16.8796, 4, 0.002
304, 35.0, 35, 612.0, 17.1007, 4, 0.0025
305, 35.0, 35, 612.0, 16.8732, 4, 0.0033
306, 35.0, 35, 614.0, 16.9829, 4, 0.0024
307, 35.0, 35, 616.0, 16.984, 4, 0.0032
308, 34.0, 35, 606.0, 16.6666712, 4, 0.0029
309, 35.0, 35, 612.0, 16.9957, 4, 0.0025
310, 33.0, 35, 608.0, 16.7777822, 4, 0.0025
311, 34.0, 35, 606.0, 16.6666712, 4, 0.0029
312, 35.0, 35, 614.0, 17.1054, 4, 0.0029
313, 35.0, 35, 605.0, 16.7667, 4, 0.0014
314, 35.0, 35, 614.0, 16.9829, 4, 0.0024
315, 34.0, 35, 612.0, 16.7777822, 4, 0.0033
316, 34.0, 35, 604.0, 16.6666712, 4, 0.0017
317, 35.0, 35, 616.0, 17.1072, 4, 0.0024
318, 35.0, 35, 613.0, 16.9893, 4, 0.0029
319, 35.0, 35, 616.0, 17.1072, 4, 0.0008
320, 34.0, 35, 614.0, 17.0000042, 4, 0.0008
321, 33.0, 35, 618.0, 17.1111173, 4, 0.0012
322, 35.0, 35, 607.0, 16.772, 4, 0.0027
323, 35.0, 35, 613.0, 16.9893, 4, 0.0029
324, 35.0, 35, 613.0, 16.9893, 4, 0.002
325, 34.0, 35, 608.0, 16.7777822, 4, 0.0016
326, 35.0, 35, 617.0, 17.1006, 4, 0.0028
327, 35.0, 35, 611.0, 16.8796, 4, 0.0029
328, 33.0, 35, 603.0, 16.6666722, 4, 0.0019
329, 35.0, 35, 611.0, 16.8796, 4, 0.002
330, 35.0, 35, 611.0, 16.9846, 4, 0.0014
331, 35.0, 35, 611.0, 16.7746, 4, 0.0037
332, 35.0, 35, 613.0, 16.9893, 4, 0.0029
333, 34.0, 35, 605.0, 16.6666722, 4, 0.0021
334, 35.0, 35, 612.0, 16.8732, 4, 0.0033
335, 34.0, 35, 607.0, 16.6666722, 4, 0.0029
336, 35.0, 35, 609.0, 16.878, 4, 0.0012
337, 34.0, 35, 609.0, 16.7777832, 4, 0.0021
338, 34.0, 35, 606.0, 16.6666712, 4, 0.0025
339, 35.0, 35, 617.0, 17.1006, 4, 0.0014
340, 35.0, 35, 613.0, 16.9893, 4, 0.002
341, 35.0, 35, 606.0, 16.7607, 4, 0.0021
342, 34.0, 35, 608.0, 16.7777822, 4, 0.0016
343, 34.0, 35, 609.0, 16.7777832, 4, 0.0023
344, 35.0, 35, 609.0, 16.7736, 4, 0.0029
345, 35.0, 35, 615.0, 17.0962, 4, 0.0022
346, 35.0, 35, 610.0, 16.9936, 4, 0.002
347, 34.0, 35, 615.0, 16.8888943, 4, 0.0028
348, 34.0, 35, 609.0, 16.7777832, 4, 0.0021
349, 35.0, 35, 607.0, 16.772, 4, 0.0021
350, 35.0, 35, 616.0, 17.1072, 4, 0.0008
351, 34.0, 35, 609.0, 16.6666712, 4, 0.0037
352, 33.0, 35, 617.0, 17.1111163, 4, 0.0006
353, 34.0, 35, 608.0, 16.6666722, 4, 0.0033
354, 35.0, 35, 612.0, 16.8732, 4, 0.0033
355, 35.0, 35, 609.0, 16.7736, 4, 0.0029
356, 35.0, 35, 612.0, 16.9957, 4, 0.0016
357, 34.0, 35, 613.0, 16.8888932, 4, 0.002
358, 33.0, 35, 614.0, 17.0000042, 4, 0.0012
359, 34.0, 35, 605.0, 16.6666722, 4, 0.0021
360, 35.0, 35, 617.0, 17.1006, 4, 0.0012
361, 35.0, 35, 610.0, 16.8718, 4, 0.0016
362, 35.0, 35, 608.0, 16.7624, 4, 0.0025
363, 35.0, 35, 611.0, 16.8796, 4, 0.002
364, 35.0, 35, 615.0, 17.0962, 4, 0.0006
365, 35.0, 35, 616.0, 17.1072, 4, 0.0008
366, 35.0, 35, 609.0, 16.878, 4, 0.0021
367, 33.0, 35, 602.0, 16.6666711, 4, 0.0012
368, 35.0, 35, 612.0, 16.8732, 4, 0.0025
369, 34.0, 35, 612.0, 16.7777822, 4, 0.0033
370, 35.0, 35, 609.0, 16.878, 4, 0.0014
371, 35.0, 35, 612.0, 16.9957, 4, 0.0016
372, 35.0, 35, 612.0, 16.9957, 4, 0.0025
373, 35.0, 35, 612.0, 16.9957, 4, 0.0016
374, 34.0, 35, 609.0, 16.6666712, 4, 0.0037
375, 34.0, 35, 615.0, 17.0000043, 4, 0.0012
376, 35.0, 35, 607.0, 16.772, 4, 0.0021
377, 35.0, 35, 610.0, 16.7674, 4, 0.0033
378, 35.0, 35, 609.0, 16.878, 4, 0.0021
379, 35.0, 35, 610.0, 16.8718, 4, 0.0025
380, 34.0, 35, 609.0, 16.7777832, 4, 0.0021
381, 35.0, 35, 611.0, 16.9846, 4, 0.0023
382, 35.0, 35, 609.0, 16.878, 4, 0.0012
383, 35.0, 35, 609.0, 16.878, 4, 0.0021
384, 35.0, 35, 612.0, 16.8732, 4, 0.0025
385, 34.0, 35, 604.0, 16.6666712, 4, 0.0017
386, 35.0, 35, 610.0, 16.7674, 4, 0.0033
387, 35.0, 35, 616.0, 16.984, 4, 0.0024
388, 34.0, 35, 608.0, 16.7777822, 4, 0.0016
389, 33.0, 35, 614.0, 17.0000042, 4, 0.0012
390, 35.0, 35, 610.0, 16.7674, 4, 0.0033
391, 35.0, 35, 616.0, 17.1072, 4, 0.0008
392, 34.0, 35, 619.0, 17.1111163, 4, 0.0012
393, 35.0, 35, 611.0, 16.9846, 4, 0.0023
394, 34.0, 35, 610.0, 16.7777822, 4, 0.0025
395, 35.0, 35, 620.0, 17.2187, 4, 0.0008
396, 35.0, 35, 607.0, 16.772, 4, 0.0021
397, 35.0, 35, 613.0, 16.8843, 4, 0.0029
398, 33.0, 35, 605.0, 16.6666722, 4, 0.0031
399, 35.0, 35, 607.0, 16.772, 4, 0.0021
400, 35.0, 35, 614.0, 16.9829, 4, 0.0024
401, 34.0, 35, 608.0, 16.7777822, 4, 0.0016
402, 35.0, 35, 609.0, 16.7736, 4, 0.0029
403, 35.0, 35, 616.0, 17.1072, 4, 0.0016
404, 35.0, 35, 608.0, 16.7624, 4, 0.0025
405, 35.0, 35, 614.0, 16.9829, 4, 0.0024
406, 35.0, 35, 609.0, 16.7736, 4, 0.0029
407, 35.0, 35, 612.0, 16.9957, 4, 0.0025
408, 35.0, 35, 603.0, 16.7642, 4, 0.0006
409, 35.0, 35, 614.0, 16.9829, 4, 0.0024
410, 34.0, 35, 604.0, 16.6666712, 4, 0.0017
411, 35.0, 35, 614.0, 17.1054, 4, 0.0029
412, 35.0, 35, 606.0, 16.7607, 4, 0.0021
413, 34.0, 35, 610.0, 16.7777822, 4, 0.0025
414, 35.0, 35, 611.0, 16.9846, 4, 0.0023
415, 34.0, 35, 614.0, 17.0000042, 4, 0.0008
416, 35.0, 35, 611.0, 16.8796, 4, 0.0029
417, 35.0, 35, 610.0, 16.8718, 4, 0.0025
418, 35.0, 35, 613.0, 16.9893, 4, 0.002
419, 34.0, 35, 611.0, 16.6666712, 4, 0.0045
420, 35.0, 35, 612.0, 16.9957, 4, 0.0016
421, 35.0, 35, 611.0, 16.7746, 4, 0.0037
422, 35.0, 35, 620.0, 17.2187, 4, 0.0016
423, 33.0, 35, 608.0, 16.7777822, 4, 0.0025
424, 35.0, 35, 610.0, 16.8718, 4, 0.0016
425, 35.0, 35, 608.0, 16.7624, 4, 0.0025
426, 35.0, 35, 613.0, 16.9893, 4, 0.0012
427, 35.0, 35, 621.0, 17.2119, 4, 0.0012
428, 35.0, 35, 606.0, 16.7607, 4, 0.0021
429, 35.0, 35, 615.0, 16.9906, 4, 0.002
430, 35.0, 35, 610.0, 16.9936, 4, 0.0012
431, 35.0, 35, 614.0, 16.9829, 4, 0.0033
432, 35.0, 35, 608.0, 16.7624, 4, 0.0025
433, 35.0, 35, 615.0, 17.0962, 4, 0.003
434, 35.0, 35, 609.0, 16.878, 4, 0.0012
435, 33.0, 35, 601.0, 16.6666721, 4, 0.0006
436, 35.0, 35, 613.0, 16.9893, 4, 0.0014
437, 34.0, 35, 611.0, 16.7777832, 4, 0.0029
438, 34.0, 35, 607.0, 16.6666722, 4, 0.0035
439, 34.0, 35, 610.0, 16.7777822, 4, 0.0025
440, 34.0, 35, 611.0, 16.7777832, 4, 0.0029
441, 35.0, 35, 612.0, 16.9957, 4, 0.0016
442, 34.0, 35, 607.0, 16.7777822, 4, 0.0012
443, 35.0, 35, 619.0, 17.2078, 4, 0.0014
444, 35.0, 35, 611.0, 16.9846, 4, 0.0014
445, 34.0, 35, 608.0, 16.6666722, 4, 0.0033
446, 34.0, 35, 608.0, 16.7777822, 4, 0.0016
447, 34.0, 35, 609.0, 16.7777832, 4, 0.0021
448, 35.0, 35, 619.0, 17.2078, 4, 0.0006
449, 33.0, 35, 613.0, 17.0000052, 4, 0.0006
450, 35.0, 35, 615.0, 17.0962, 4, 0.0022
451, 35.0, 35, 616.0, 17.1072, 4, 0.0024
452, 35.0, 35, 611.0, 16.7746, 4, 0.0037
453, 35.0, 35, 609.0, 16.7736, 4, 0.0031
454, 35.0, 35, 612.0, 16.7682, 4, 0.0041
455, 34.0, 35, 610.0, 16.7777822, 4, 0.0025
456, 35.0, 35, 617.0, 17.1006, 4, 0.002
457, 33.0, 35, 606.0, 16.7777832, 4, 0.0012
458, 35.0, 35, 609.0, 16.7736, 4, 0.0029
459, 35.0, 35, 612.0, 16.8732, 4, 0.0025
460, 35.0, 35, 607.0, 16.772, 4, 0.0021
461, 35.0, 35, 608.0, 16.8842, 4, 0.0016
462, 34.0, 35, 609.0, 16.7777832, 4, 0.0023
463, 35.0, 35, 605.0, 16.7667, 4, 0.0014
