id,total,to_distribute,n_elements,std_div_mod,len_votes,mean_dev
2517, 34.0, 35, 609.0, 16.7777832, 4, 0.0021
2518, 34.0, 35, 614.0, 17.0000042, 4, 0.0008
2519, 34.0, 35, 606.0, 16.6666712, 4, 0.0025
2520, 35.0, 35, 617.0, 17.1006, 4, 0.0014
2521, 35.0, 35, 612.0, 16.9957, 4, 0.0025
2522, 35.0, 35, 609.0, 16.7736, 4, 0.0029
2523, 33.0, 35, 617.0, 17.1111163, 4, 0.0006
2524, 35.0, 35, 609.0, 16.7736, 4, 0.0029
2525, 35.0, 35, 609.0, 16.878, 4, 0.0012
2526, 35.0, 35, 607.0, 16.772, 4, 0.0021
2527, 35.0, 35, 607.0, 16.772, 4, 0.0021
2528, 35.0, 35, 611.0, 16.9846, 4, 0.0023
2529, 35.0, 35, 615.0, 16.9906, 4, 0.002
2530, 35.0, 35, 615.0, 16.9906, 4, 0.0037
2531, 35.0, 35, 609.0, 16.7736, 4, 0.0029
2532, 35.0, 35, 607.0, 16.772, 4, 0.0021
2533, 35.0, 35, 618.0, 17.1084, 4, 0.0016
2534, 35.0, 35, 609.0, 16.878, 4, 0.0012
2535, 35.0, 35, 611.0, 16.9846, 4, 0.0014
2536, 35.0, 35, 610.0, 16.8718, 4, 0.0016
2537, 35.0, 35, 610.0, 16.8718, 4, 0.0016
2538, 34.0, 35, 606.0, 16.6666712, 4, 0.0029
2539, 34.0, 35, 610.0, 16.7777822, 4, 0.0025
2540, 35.0, 35, 607.0, 16.772, 4, 0.0021
2541, 35.0, 35, 613.0, 16.8843, 4, 0.0029
2542, 35.0, 35, 610.0, 16.9936, 4, 0.002
2543, 34.0, 35, 615.0, 17.0000043, 4, 0.0012
2544, 34.0, 35, 612.0, 16.7777822, 4, 0.0033
2545, 35.0, 35, 612.0, 16.8732, 4, 0.0025
2546, 35.0, 35, 609.0, 16.7736, 4, 0.0029
2547, 35.0, 35, 612.0, 16.9957, 4, 0.0016
2548, 35.0, 35, 608.0, 16.7624, 4, 0.0025
2549, 34.0, 35, 610.0, 16.7777822, 4, 0.0025
2550, 35.0, 35, 608.0, 16.7624, 4, 0.0025
2551, 35.0, 35, 614.0, 16.9829, 4, 0.0016
2552, 35.0, 35, 613.0, 16.9893, 4, 0.0029
2553, 35.0, 35, 613.0, 16.9893, 4, 0.0029
2554, 35.0, 35, 610.0, 16.7674, 4, 0.0033
2555, 34.0, 35, 604.0, 16.6666712, 4, 0.0017
2556, 35.0, 35, 613.0, 16.8843, 4, 0.0037
2557, 35.0, 35, 609.0, 16.7736, 4, 0.0029
2558, 34.0, 35, 610.0, 16.7777822, 4, 0.0025
2559, 35.0, 35, 616.0, 17.1072, 4, 0.0008
2560, 35.0, 35, 614.0, 16.9829, 4, 0.0033
2561, 34.0, 35, 608.0, 16.7777822, 4, 0.0016
2562, 35.0, 35, 608.0, 16.7624, 4, 0.0025
2563, 35.0, 35, 609.0, 16.878, 4, 0.0021
2564, 35.0, 35, 609.0, 16.7736, 4, 0.0029
2565, 34.0, 35, 614.0, 17.0000042, 4, 0.0008
2566, 35.0, 35, 616.0, 17.1072, 4, 0.0008
2567, 35.0, 35, 614.0, 17.1054, 4, 0.0029
2568, 35.0, 35, 605.0, 16.7667, 4, 0.0014
2569, 35.0, 35, 613.0, 17.0943, 4, 0.0027
2570, 35.0, 35, 615.0, 17.0962, 4, 0.0006
2571, 35.0, 35, 609.0, 16.7736, 4, 0.0029
2572, 34.0, 35, 606.0, 16.6666712, 4, 0.0025
2573, 35.0, 35, 611.0, 16.9846, 4, 0.0014
2574, 35.0, 35, 607.0, 16.772, 4, 0.0021
2575, 35.0, 35, 613.0, 16.9893, 4, 0.002
2576, 33.0, 35, 603.0, 16.6666722, 4, 0.0019
2577, 34.0, 35, 602.0, 16.6666711, 4, 0.0008
2578, 33.0, 35, 606.0, 16.7777832, 4, 0.0012
2579, 35.0, 35, 612.0, 17.1007, 4, 0.0025
2580, 35.0, 35, 612.0, 16.9957, 4, 0.0025
2581, 35.0, 35, 612.0, 16.8732, 4, 0.0025
2582, 34.0, 35, 616.0, 17.0000053, 4, 0.0016
2583, 35.0, 35, 610.0, 16.9936, 4, 0.002
2584, 35.0, 35, 612.0, 16.9957, 4, 0.0016
2585, 35.0, 35, 617.0, 17.1006, 4, 0.0014
2586, 35.0, 35, 613.0, 16.9893, 4, 0.002
2587, 34.0, 35, 608.0, 16.7777822, 4, 0.0016
2588, 35.0, 35, 617.0, 17.2062, 4, 0.0026
2589, 35.0, 35, 612.0, 16.9957, 4, 0.0016
2590, 34.0, 35, 608.0, 16.6666722, 4, 0.0033
2591, 35.0, 35, 611.0, 16.8796, 4, 0.002
2592, 35.0, 35, 612.0, 16.9957, 4, 0.0008
2593, 35.0, 35, 613.0, 16.9893, 4, 0.002
2594, 34.0, 35, 604.0, 16.6666712, 4, 0.0017
2595, 35.0, 35, 609.0, 16.7736, 4, 0.0029
2596, 35.0, 35, 608.0, 16.8842, 4, 0.0016
2597, 35.0, 35, 611.0, 16.8796, 4, 0.0029
2598, 35.0, 35, 607.0, 16.772, 4, 0.0027
2599, 34.0, 35, 607.0, 16.6666722, 4, 0.0035
2600, 34.0, 35, 610.0, 16.6666722, 4, 0.0041
2601, 34.0, 35, 604.0, 16.6666712, 4, 0.0017
2602, 35.0, 35, 609.0, 16.7736, 4, 0.0029
2603, 35.0, 35, 609.0, 16.7736, 4, 0.0029
2604, 35.0, 35, 608.0, 16.7624, 4, 0.0025
2605, 35.0, 35, 610.0, 16.8718, 4, 0.0016
2606, 34.0, 35, 602.0, 16.6666711, 4, 0.0008
2607, 35.0, 35, 615.0, 16.9906, 4, 0.002
2608, 34.0, 35, 604.0, 16.6666712, 4, 0.0017
2609, 35.0, 35, 607.0, 16.772, 4, 0.0021
2610, 35.0, 35, 614.0, 16.8779, 4, 0.0033
2611, 34.0, 35, 607.0, 16.7777822, 4, 0.0012
2612, 35.0, 35, 614.0, 16.9829, 4, 0.0024
2613, 35.0, 35, 608.0, 16.7624, 4, 0.0033
2614, 35.0, 35, 610.0, 16.8718, 4, 0.0016
2615, 34.0, 35, 616.0, 17.0000053, 4, 0.0016
2616, 35.0, 35, 617.0, 17.1006, 4, 0.0012
2617, 35.0, 35, 611.0, 16.9846, 4, 0.0023
2618, 35.0, 35, 606.0, 16.7607, 4, 0.0017
2619, 35.0, 35, 606.0, 16.7607, 4, 0.0017
2620, 35.0, 35, 605.0, 16.7667, 4, 0.0014
2621, 35.0, 35, 613.0, 16.9893, 4, 0.002
2622, 35.0, 35, 610.0, 16.8718, 4, 0.0016
2623, 35.0, 35, 612.0, 16.8732, 4, 0.0033
2624, 35.0, 35, 609.0, 16.7736, 4, 0.0031
2625, 35.0, 35, 620.0, 17.2187, 4, 0.0008
2626, 35.0, 35, 609.0, 16.878, 4, 0.0014
2627, 35.0, 35, 614.0, 17.1054, 4, 0.0029
2628, 35.0, 35, 618.0, 17.1084, 4, 0.0016
2629, 35.0, 35, 613.0, 16.9893, 4, 0.0012
2630, 35.0, 35, 612.0, 16.9957, 4, 0.0025
2631, 35.0, 35, 604.0, 16.7727, 4, 0.0008
2632, 35.0, 35, 611.0, 16.9846, 4, 0.0014
2633, 34.0, 35, 606.0, 16.6666712, 4, 0.0029
2634, 34.0, 35, 609.0, 16.7777832, 4, 0.0023
2635, 35.0, 35, 610.0, 16.8718, 4, 0.0025
2636, 34.0, 35, 612.0, 16.8888942, 4, 0.0016
2637, 35.0, 35, 612.0, 16.9957, 4, 0.0025
2638, 35.0, 35, 614.0, 16.9829, 4, 0.0024
2639, 35.0, 35, 610.0, 16.8718, 4, 0.0025
2640, 35.0, 35, 617.0, 17.2062, 4, 0.0026
2641, 34.0, 35, 609.0, 16.7777832, 4, 0.0021
2642, 35.0, 35, 611.0, 16.8796, 4, 0.0029
2643, 35.0, 35, 612.0, 16.9957, 4, 0.0025
2644, 35.0, 35, 607.0, 16.772, 4, 0.0021
2645, 35.0, 35, 614.0, 16.8779, 4, 0.0033
2646, 35.0, 35, 611.0, 16.9846, 4, 0.0014
2647, 35.0, 35, 608.0, 16.8842, 4, 0.0016
2648, 35.0, 35, 608.0, 16.7624, 4, 0.0025
2649, 35.0, 35, 612.0, 16.8732, 4, 0.0025
2650, 35.0, 35, 606.0, 16.7607, 4, 0.0021
2651, 35.0, 35, 609.0, 16.878, 4, 0.0012
2652, 34.0, 35, 609.0, 16.7777832, 4, 0.0021
2653, 35.0, 35, 614.0, 17.1054, 4, 0.0029
2654, 34.0, 35, 606.0, 16.6666712, 4, 0.0029
2655, 34.0, 35, 609.0, 16.7777832, 4, 0.0021
2656, 35.0, 35, 609.0, 16.7736, 4, 0.0029
2657, 35.0, 35, 607.0, 16.772, 4, 0.0021
2658, 35.0, 35, 613.0, 17.0943, 4, 0.0027
2659, 34.0, 35, 604.0, 16.6666712, 4, 0.0017
2660, 35.0, 35, 617.0, 17.1006, 4, 0.0014
2661, 35.0, 35, 612.0, 16.9957, 4, 0.0008
2662, 34.0, 35, 608.0, 16.6666722, 4, 0.0033
2663, 35.0, 35, 608.0, 16.7624, 4, 0.0025
2664, 34.0, 35, 619.0, 17.1111163, 4, 0.0012
2665, 35.0, 35, 614.0, 17.1054, 4, 0.0029
2666, 34.0, 35, 618.0, 17.1111173, 4, 0.0008
2667, 35.0, 35, 616.0, 17.1072, 4, 0.0008
2668, 35.0, 35, 612.0, 16.8732, 4, 0.0033
2669, 35.0, 35, 610.0, 16.9936, 4, 0.002
2670, 35.0, 35, 609.0, 16.7736, 4, 0.0031
2671, 35.0, 35, 610.0, 16.7674, 4, 0.0033
2672, 35.0, 35, 618.0, 17.2146, 4, 0.0012
2673, 33.0, 35, 605.0, 16.7777822, 4, 0.0006
2674, 35.0, 35, 606.0, 16.7607, 4, 0.0021
2675, 35.0, 35, 609.0, 16.7736, 4, 0.0031
2676, 35.0, 35, 613.0, 17.0943, 4, 0.0027
2677, 35.0, 35, 614.0, 16.9829, 4, 0.0024
2678, 34.0, 35, 608.0, 16.7777822, 4, 0.0016
2679, 35.0, 35, 612.0, 16.8732, 4, 0.0025
2680, 34.0, 35, 610.0, 16.7777822, 4, 0.0025
2681, 35.0, 35, 610.0, 16.9936, 4, 0.002
2682, 35.0, 35, 609.0, 16.7736, 4, 0.0029
2683, 34.0, 35, 612.0, 16.7777822, 4, 0.0033
2684, 35.0, 35, 616.0, 17.1072, 4, 0.0008
2685, 35.0, 35, 607.0, 16.772, 4, 0.0021
2686, 35.0, 35, 611.0, 16.8796, 4, 0.0029
2687, 35.0, 35, 616.0, 17.1072, 4, 0.0024
2688, 34.0, 35, 617.0, 17.0000043, 4, 0.002
2689, 35.0, 35, 609.0, 16.878, 4, 0.0012
2690, 34.0, 35, 605.0, 16.6666722, 4, 0.0023
2691, 34.0, 35, 607.0, 16.7777822, 4, 0.0012
2692, 35.0, 35, 613.0, 16.9893, 4, 0.0012
2693, 35.0, 35, 617.0, 17.1006, 4, 0.0014
2694, 33.0, 35, 613.0, 17.0000052, 4, 0.0006
2695, 35.0, 35, 614.0, 16.9829, 4, 0.0016
2696, 35.0, 35, 614.0, 17.1054, 4, 0.002
2697, 35.0, 35, 612.0, 16.9957, 4, 0.0025
2698, 34.0, 35, 616.0, 17.0000053, 4, 0.0016
2699, 35.0, 35, 612.0, 16.9957, 4, 0.0025
2700, 35.0, 35, 609.0, 16.7736, 4, 0.0029
2701, 32.0, 35, 616.0, 17.1111173, 4, 0.0
2702, 35.0, 35, 620.0, 17.2187, 4, 0.0008
2703, 35.0, 35, 611.0, 16.9846, 4, 0.0006
2704, 34.0, 35, 610.0, 16.7777822, 4, 0.0029
2705, 35.0, 35, 611.0, 16.9846, 4, 0.0014
2706, 35.0, 35, 613.0, 16.9893, 4, 0.0014
2707, 35.0, 35, 613.0, 16.9893, 4, 0.002
2708, 35.0, 35, 610.0, 16.7674, 4, 0.0033
2709, 34.0, 35, 608.0, 16.7777822, 4, 0.0016
2710, 35.0, 35, 612.0, 16.9957, 4, 0.0025
2711, 34.0, 35, 605.0, 16.6666722, 4, 0.0023
2712, 35.0, 35, 615.0, 16.9906, 4, 0.0028
2713, 33.0, 35, 610.0, 16.8888942, 4, 0.0012
2714, 35.0, 35, 611.0, 16.7746, 4, 0.0037
2715, 35.0, 35, 616.0, 17.1072, 4, 0.0008
2716, 35.0, 35, 608.0, 16.8842, 4, 0.0016
2717, 35.0, 35, 610.0, 16.9936, 4, 0.002
2718, 34.0, 35, 611.0, 16.8888932, 4, 0.0012
2719, 34.0, 35, 609.0, 16.7777832, 4, 0.0021
2720, 35.0, 35, 608.0, 16.8842, 4, 0.0016
2721, 35.0, 35, 614.0, 16.9829, 4, 0.0024
2722, 34.0, 35, 609.0, 16.6666712, 4, 0.0037
2723, 35.0, 35, 609.0, 16.7736, 4, 0.0029
2724, 35.0, 35, 611.0, 16.8796, 4, 0.002
2725, 34.0, 35, 603.0, 16.6666722, 4, 0.0012
2726, 35.0, 35, 613.0, 16.8843, 4, 0.0029
2727, 33.0, 35, 606.0, 16.7777832, 4, 0.0012
2728, 35.0, 35, 612.0, 16.9957, 4, 0.0016
2729, 34.0, 35, 615.0, 17.0000043, 4, 0.0012
2730, 35.0, 35, 605.0, 16.7667, 4, 0.0014
2731, 35.0, 35, 608.0, 16.7624, 4, 0.0025
2732, 35.0, 35, 605.0, 16.7667, 4, 0.0014
2733, 35.0, 35, 614.0, 16.9829, 4, 0.0016
2734, 35.0, 35, 606.0, 16.7607, 4, 0.0017
2735, 35.0, 35, 614.0, 16.9829, 4, 0.0016
2736, 34.0, 35, 610.0, 16.7777822, 4, 0.0025
2737, 35.0, 35, 610.0, 16.8718, 4, 0.0025
2738, 35.0, 35, 610.0, 16.7674, 4, 0.0033
2739, 35.0, 35, 605.0, 16.7667, 4, 0.0014
2740, 35.0, 35, 605.0, 16.7667, 4, 0.0012
2741, 33.0, 35, 613.0, 17.0000052, 4, 0.0006
2742, 35.0, 35, 616.0, 17.1072, 4, 0.0016
2743, 35.0, 35, 614.0, 17.1054, 4, 0.0029
2744, 35.0, 35, 617.0, 17.1006, 4, 0.0028
2745, 35.0, 35, 609.0, 16.878, 4, 0.0021
2746, 35.0, 35, 611.0, 16.9846, 4, 0.0014
2747, 35.0, 35, 608.0, 16.7624, 4, 0.0025
2748, 35.0, 35, 615.0, 17.0962, 4, 0.0022
2749, 35.0, 35, 613.0, 16.8843, 4, 0.0029
2750, 35.0, 35, 614.0, 16.8779, 4, 0.0033
2751, 34.0, 35, 615.0, 17.0000043, 4, 0.0012
2752, 35.0, 35, 612.0, 16.9957, 4, 0.0025
2753, 35.0, 35, 607.0, 16.772, 4, 0.0027
2754, 35.0, 35, 611.0, 16.7746, 4, 0.0037
2755, 34.0, 35, 608.0, 16.6666722, 4, 0.0033
2756, 34.0, 35, 604.0, 16.6666712, 4, 0.0017
2757, 34.0, 35, 606.0, 16.6666712, 4, 0.0025
2758, 35.0, 35, 615.0, 17.0962, 4, 0.0006
2759, 34.0, 35, 605.0, 16.6666722, 4, 0.0021
2760, 35.0, 35, 612.0, 16.7682, 4, 0.0041
2761, 35.0, 35, 614.0, 16.9829, 4, 0.0024
2762, 34.0, 35, 612.0, 16.7777822, 4, 0.0033
2763, 35.0, 35, 611.0, 16.9846, 4, 0.0014
2764, 34.0, 35, 609.0, 16.7777832, 4, 0.0021
2765, 34.0, 35, 607.0, 16.6666722, 4, 0.0029
2766, 35.0, 35, 613.0, 16.8843, 4, 0.0037
2767, 35.0, 35, 608.0, 16.7624, 4, 0.0025
2768, 34.0, 35, 615.0, 17.0000043, 4, 0.0012
2769, 35.0, 35, 612.0, 16.9957, 4, 0.0008
2770, 34.0, 35, 608.0, 16.7777822, 4, 0.0016
2771, 34.0, 35, 616.0, 17.0000053, 4, 0.0016
2772, 35.0, 35, 610.0, 16.8718, 4, 0.0016
2773, 35.0, 35, 605.0, 16.7667, 4, 0.0012
2774, 35.0, 35, 612.0, 16.9957, 4, 0.0016
2775, 35.0, 35, 606.0, 16.7607, 4, 0.0017
2776, 34.0, 35, 612.0, 16.8888942, 4, 0.0016
2777, 35.0, 35, 610.0, 16.9936, 4, 0.002
2778, 35.0, 35, 612.0, 16.9957, 4, 0.0025
2779, 34.0, 35, 608.0, 16.6666722, 4, 0.0033
2780, 34.0, 35, 608.0, 16.7777822, 4, 0.0016
2781, 35.0, 35, 614.0, 17.1054, 4, 0.0029
2782, 35.0, 35, 611.0, 16.7746, 4, 0.0037
2783, 35.0, 35, 606.0, 16.7607, 4, 0.0021
2784, 35.0, 35, 611.0, 16.9846, 4, 0.0014
2785, 35.0, 35, 612.0, 17.1007, 4, 0.0025
2786, 35.0, 35, 610.0, 16.7674, 4, 0.0033
2787, 35.0, 35, 609.0, 16.878, 4, 0.0014
2788, 34.0, 35, 604.0, 16.6666712, 4, 0.0017
2789, 35.0, 35, 611.0, 16.9846, 4, 0.0023
2790, 34.0, 35, 609.0, 16.7777832, 4, 0.0021
2791, 34.0, 35, 611.0, 16.7777832, 4, 0.0029
2792, 35.0, 35, 609.0, 16.7736, 4, 0.0029
2793, 35.0, 35, 615.0, 17.0962, 4, 0.0022
2794, 34.0, 35, 609.0, 16.7777832, 4, 0.0021
2795, 34.0, 35, 603.0, 16.6666722, 4, 0.0012
2796, 34.0, 35, 614.0, 17.0000042, 4, 0.0008
2797, 35.0, 35, 612.0, 16.9957, 4, 0.0016
2798, 35.0, 35, 614.0, 16.9829, 4, 0.0024
2799, 35.0, 35, 613.0, 17.0943, 4, 0.0018
2800, 35.0, 35, 609.0, 16.7736, 4, 0.0029
2801, 34.0, 35, 605.0, 16.6666722, 4, 0.0023
2802, 35.0, 35, 608.0, 16.8842, 4, 0.0008
2803, 35.0, 35, 608.0, 16.7624, 4, 0.0025
2804, 35.0, 35, 611.0, 16.8796, 4, 0.002
2805, 35.0, 35, 615.0, 17.0962, 4, 0.0022
2806, 34.0, 35, 607.0, 16.6666722, 4, 0.0029
2807, 35.0, 35, 616.0, 17.1072, 4, 0.0008
2808, 35.0, 35, 613.0, 17.0943, 4, 0.0018
2809, 35.0, 35, 606.0, 16.7607, 4, 0.0017
2810, 33.0, 35, 613.0, 17.0000052, 4, 0.0006
2811, 33.0, 35, 613.0, 17.0000052, 4, 0.0006
2812, 34.0, 35, 608.0, 16.7777822, 4, 0.0016
2813, 35.0, 35, 607.0, 16.772, 4, 0.0021
2814, 35.0, 35, 609.0, 16.7736, 4, 0.0031
2815, 34.0, 35, 604.0, 16.6666712, 4, 0.0017
2816, 35.0, 35, 618.0, 17.1084, 4, 0.0016
2817, 35.0, 35, 610.0, 16.8718, 4, 0.0016
2818, 34.0, 35, 610.0, 16.7777822, 4, 0.0025
2819, 35.0, 35, 608.0, 16.8842, 4, 0.0016
2820, 35.0, 35, 610.0, 16.7674, 4, 0.0033
2821, 34.0, 35, 605.0, 16.6666722, 4, 0.0023
2822, 35.0, 35, 614.0, 16.9829, 4, 0.0033
2823, 34.0, 35, 612.0, 16.8888942, 4, 0.0016
2824, 35.0, 35, 608.0, 16.7624, 4, 0.0033
2825, 35.0, 35, 615.0, 17.0962, 4, 0.0022
2826, 35.0, 35, 614.0, 16.9829, 4, 0.0024
2827, 35.0, 35, 611.0, 16.7746, 4, 0.0037
2828, 35.0, 35, 613.0, 16.8843, 4, 0.0029
2829, 35.0, 35, 611.0, 16.8796, 4, 0.0027
2830, 35.0, 35, 609.0, 16.878, 4, 0.0014
2831, 34.0, 35, 606.0, 16.6666712, 4, 0.0025
2832, 34.0, 35, 604.0, 16.6666712, 4, 0.0017
2833, 35.0, 35, 607.0, 16.772, 4, 0.0021
2834, 35.0, 35, 611.0, 16.9846, 4, 0.0014
2835, 32.0, 35, 604.0, 16.7777832, 4, 0.0
2836, 35.0, 35, 613.0, 16.8843, 4, 0.0037
2837, 35.0, 35, 605.0, 16.7667, 4, 0.0012
2838, 35.0, 35, 614.0, 16.9829, 4, 0.0016
2839, 35.0, 35, 612.0, 17.1007, 4, 0.0025
2840, 35.0, 35, 605.0, 16.7667, 4, 0.0014
2841, 34.0, 35, 608.0, 16.7777822, 4, 0.0016
2842, 35.0, 35, 607.0, 16.772, 4, 0.0027
2843, 35.0, 35, 614.0, 17.1054, 4, 0.002
2844, 35.0, 35, 603.0, 16.7642, 4, 0.0006
2845, 33.0, 35, 614.0, 17.0000042, 4, 0.0012
2846, 35.0, 35, 613.0, 16.9893, 4, 0.0022
2847, 34.0, 35, 611.0, 16.7777832, 4, 0.0029
2848, 35.0, 35, 604.0, 16.7727, 4, 0.0008
2849, 35.0, 35, 608.0, 16.7624, 4, 0.0025
2850, 35.0, 35, 608.0, 16.7624, 4, 0.0025
2851, 35.0, 35, 618.0, 17.1084, 4, 0.0016
2852, 35.0, 35, 615.0, 17.2194, 4, 0.003
2853, 35.0, 35, 607.0, 16.772, 4, 0.0021
2854, 34.0, 35, 610.0, 16.7777822, 4, 0.0025
2855, 35.0, 35, 612.0, 16.9957, 4, 0.0008
2856, 35.0, 35, 605.0, 16.7667, 4, 0.0014
2857, 35.0, 35, 606.0, 16.7607, 4, 0.0017
2858, 35.0, 35, 606.0, 16.7607, 4, 0.0021
2859, 35.0, 35, 612.0, 16.8732, 4, 0.0025
2860, 35.0, 35, 606.0, 16.7607, 4, 0.0017
2861, 35.0, 35, 614.0, 16.9829, 4, 0.0033
2862, 35.0, 35, 614.0, 17.1054, 4, 0.0029
2863, 34.0, 35, 605.0, 16.6666722, 4, 0.0023
2864, 34.0, 35, 610.0, 16.7777822, 4, 0.0025
2865, 35.0, 35, 615.0, 17.0962, 4, 0.0006
2866, 35.0, 35, 603.0, 16.7642, 4, 0.0006
2867, 35.0, 35, 611.0, 16.7746, 4, 0.0037
2868, 35.0, 35, 607.0, 16.772, 4, 0.0021
2869, 35.0, 35, 609.0, 16.878, 4, 0.0021
2870, 35.0, 35, 616.0, 17.1072, 4, 0.0016
2871, 34.0, 35, 608.0, 16.6666722, 4, 0.0033
2872, 35.0, 35, 607.0, 16.8758, 4, 0.0014
2873, 35.0, 35, 612.0, 16.7682, 4, 0.0041
2874, 34.0, 35, 605.0, 16.6666722, 4, 0.0021
2875, 35.0, 35, 612.0, 16.9957, 4, 0.0025
2876, 34.0, 35, 611.0, 16.7777832, 4, 0.0029
2877, 34.0, 35, 614.0, 17.0000042, 4, 0.0008
2878, 35.0, 35, 611.0, 16.9846, 4, 0.0023
2879, 35.0, 35, 611.0, 16.9846, 4, 0.0023
2880, 34.0, 35, 608.0, 16.7777822, 4, 0.0016
2881, 35.0, 35, 611.0, 16.9846, 4, 0.0023
2882, 35.0, 35, 608.0, 16.7624, 4, 0.0025
2883, 35.0, 35, 615.0, 17.0962, 4, 0.0006
2884, 34.0, 35, 620.0, 17.1111173, 4, 0.0016
2885, 35.0, 35, 613.0, 17.0943, 4, 0.0018
2886, 33.0, 35, 606.0, 16.6666712, 4, 0.0037
2887, 35.0, 35, 605.0, 16.7667, 4, 0.0014
2888, 35.0, 35, 617.0, 17.1006, 4, 0.0014
2889, 34.0, 35, 609.0, 16.7777832, 4, 0.0021
2890, 35.0, 35, 611.0, 16.8796, 4, 0.002
2891, 35.0, 35, 612.0, 16.9957, 4, 0.0016
2892, 34.0, 35, 608.0, 16.7777822, 4, 0.0016
2893, 34.0, 35, 605.0, 16.6666722, 4, 0.0021
2894, 35.0, 35, 607.0, 16.772, 4, 0.0021
2895, 35.0, 35, 609.0, 16.7736, 4, 0.0029
2896, 34.0, 35, 609.0, 16.6666712, 4, 0.0037
2897, 35.0, 35, 606.0, 16.7607, 4, 0.0021
2898, 35.0, 35, 613.0, 16.9893, 4, 0.0014
2899, 35.0, 35, 612.0, 16.9957, 4, 0.0016
2900, 35.0, 35, 608.0, 16.8842, 4, 0.0008
2901, 35.0, 35, 614.0, 16.9829, 4, 0.0024
2902, 35.0, 35, 610.0, 16.8718, 4, 0.0025
2903, 34.0, 35, 609.0, 16.7777832, 4, 0.0021
2904, 34.0, 35, 610.0, 16.7777822, 4, 0.0025
2905, 35.0, 35, 610.0, 16.7674, 4, 0.0033
2906, 35.0, 35, 613.0, 16.9893, 4, 0.0022
2907, 35.0, 35, 605.0, 16.7667, 4, 0.0014
2908, 35.0, 35, 611.0, 16.8796, 4, 0.002
2909, 34.0, 35, 615.0, 17.0000043, 4, 0.0012
2910, 33.0, 35, 604.0, 16.6666712, 4, 0.0025
2911, 34.0, 35, 614.0, 16.8888942, 4, 0.0024
2912, 34.0, 35, 612.0, 16.7777822, 4, 0.0033
2913, 35.0, 35, 611.0, 16.8796, 4, 0.002
2914, 35.0, 35, 608.0, 16.7624, 4, 0.0025
2915, 34.0, 35, 605.0, 16.6666722, 4, 0.0023
2916, 35.0, 35, 612.0, 16.9957, 4, 0.0016
2917, 35.0, 35, 612.0, 16.8732, 4, 0.0033
2918, 35.0, 35, 620.0, 17.2187, 4, 0.0008
2919, 35.0, 35, 609.0, 16.9998, 4, 0.0018
2920, 35.0, 35, 614.0, 17.1054, 4, 0.0029
2921, 35.0, 35, 616.0, 17.1072, 4, 0.0008
2922, 35.0, 35, 612.0, 16.9957, 4, 0.0016
2923, 34.0, 35, 610.0, 16.7777822, 4, 0.0025
2924, 35.0, 35, 617.0, 17.1006, 4, 0.002
2925, 35.0, 35, 611.0, 16.9846, 4, 0.0006
2926, 35.0, 35, 612.0, 16.9957, 4, 0.0025
2927, 35.0, 35, 606.0, 16.7607, 4, 0.0021
2928, 34.0, 35, 610.0, 16.7777822, 4, 0.0025
2929, 34.0, 35, 604.0, 16.6666712, 4, 0.0017
2930, 35.0, 35, 609.0, 16.7736, 4, 0.0029
2931, 35.0, 35, 610.0, 16.7674, 4, 0.0033
2932, 35.0, 35, 610.0, 16.7674, 4, 0.0033
2933, 34.0, 35, 605.0, 16.6666722, 4, 0.0023
2934, 34.0, 35, 606.0, 16.7777832, 4, 0.0008
2935, 34.0, 35, 615.0, 17.0000043, 4, 0.0012
2936, 35.0, 35, 611.0, 16.9846, 4, 0.0023
2937, 35.0, 35, 612.0, 16.9957, 4, 0.0016
2938, 35.0, 35, 612.0, 16.8732, 4, 0.0025
2939, 34.0, 35, 614.0, 16.8888942, 4, 0.0024
2940, 35.0, 35, 613.0, 16.9893, 4, 0.002
2941, 35.0, 35, 610.0, 16.8718, 4, 0.0025
2942, 35.0, 35, 612.0, 16.9957, 4, 0.0016
2943, 35.0, 35, 617.0, 17.1006, 4, 0.0014
2944, 33.0, 35, 613.0, 17.0000052, 4, 0.0006
2945, 35.0, 35, 606.0, 16.7607, 4, 0.0017
2946, 34.0, 35, 606.0, 16.6666712, 4, 0.0029
2947, 35.0, 35, 611.0, 16.9846, 4, 0.0014
2948, 34.0, 35, 609.0, 16.7777832, 4, 0.0021
2949, 35.0, 35, 610.0, 16.8718, 4, 0.0016
2950, 34.0, 35, 605.0, 16.6666722, 4, 0.0021
2951, 35.0, 35, 612.0, 16.8732, 4, 0.0033
2952, 35.0, 35, 616.0, 17.1072, 4, 0.0008
2953, 35.0, 35, 613.0, 16.9893, 4, 0.0029
2954, 34.0, 35, 606.0, 16.6666712, 4, 0.0025
2955, 35.0, 35, 613.0, 16.9893, 4, 0.002
2956, 35.0, 35, 609.0, 16.7736, 4, 0.0029
2957, 35.0, 35, 615.0, 17.0962, 4, 0.0014
2958, 35.0, 35, 610.0, 16.9936, 4, 0.002
2959, 34.0, 35, 606.0, 16.6666712, 4, 0.0025
2960, 35.0, 35, 616.0, 17.1072, 4, 0.0008
2961, 35.0, 35, 608.0, 16.7624, 4, 0.0025
2962, 34.0, 35, 615.0, 17.0000043, 4, 0.0012
2963, 35.0, 35, 614.0, 16.8779, 4, 0.0033
2964, 33.0, 35, 601.0, 16.6666721, 4, 0.0006
